.geo,LST,NDVI,NDBI,Albedo,Elevation,Population,LULC,AirTemp,dewPoint,WindSpeed,Rainfall,WaterDistance,BuiltupDensity
"{""type"":""Point"",""coordinates"":[76.86822970106569,28.51732694681696]}",42.35713529000003,0.24981357196122297,0.0048565636530692605,14205.166666666666,214,14.666027069091797,50,29.777565494299836,,0.6778136236904126,599.0868396908045,290,2
"{""type"":""Point"",""coordinates"":[76.96279192394675,28.79764126580714]}",42.26143073000003,0.21722379603399433,0.016137669517896167,14231.0,217,50.87443542480469,50,29.52325592041018,,0.8770010484505348,664.5882404092699,1586,2
"{""type"":""Point"",""coordinates"":[77.21004551620469,28.889663978995703]}",38.05213909999998,0.27093318297152524,-0.041332593750525275,12578.666666666666,215,2.1755974292755127,40,29.395102660909288,,1.029567273669195,858.6215488398448,82,2
"{""type"":""Point"",""coordinates"":[77.39206341382071,28.56074194878889]}",40.46184320000003,0.2033271719038817,-1.816860465116279E-4,14225.0,200,43.82419204711914,60,29.380609829521916,,0.9157010326165149,689.0155186988413,17597,2
"{""type"":""Point"",""coordinates"":[77.11096939809731,28.595114667082054]}",38.258929309999985,0.655959649588532,-0.12745779142095484,11994.333333333334,227,50.57655715942383,10,29.48856291159609,,0.800208678714508,641.1612820029259,7058,2
"{""type"":""Point"",""coordinates"":[77.08542176345118,28.857156873739946]}",40.65154331000002,0.09784155115645703,0.014937144118992413,13552.166666666666,215,86.6057357788086,50,29.454567447424836,,0.9802558352608557,756.6111499844119,937,4
"{""type"":""Point"",""coordinates"":[77.27140357047728,28.996386367968746]}",34.502525330000026,0.5113940165499682,-0.07010193043133789,12862.833333333334,223,15.002151489257812,40,29.18405874063683,,1.0889018500749688,827.563648974523,160,2
"{""type"":""Point"",""coordinates"":[76.98517450801559,28.627534964274446]}",41.27874998000004,0.3805774278215223,-0.056079347230631724,13314.666666666666,213,44.86495590209961,40,29.6416739607032,,0.7586378668803309,627.060769725591,4493,2
"{""type"":""Point"",""coordinates"":[76.99915695284832,28.70758941022426]}",41.85639536000002,0.16556785669859436,0.03449223581146077,13992.333333333334,213,34.013832092285156,40,29.57816699241107,,0.8131034122325186,643.5060963388532,866,2
"{""type"":""Point"",""coordinates"":[77.12578370331345,28.611301627181692]}",38.95791440000005,0.33030073287844325,-0.0872745314575631,12389.833333333334,223,50.77484130859375,50,29.48856291159609,,0.800208678714508,677.8599161375314,1825,2
"{""type"":""Point"",""coordinates"":[77.03273019017142,28.540949584609884]}",40.484060330000034,0.4424996758719046,-0.0451774173881234,12994.5,218,35.995155334472656,40,29.627155194963734,,0.7123027819450746,618.9964118003845,1213,2
"{""type"":""Point"",""coordinates"":[76.92275481536848,28.65646944392586]}",45.105223369999976,0.18605898123324396,0.03687364861923351,14664.666666666666,213,4.935737609863281,60,29.60546245085891,,0.7732941245550061,632.5084258504212,74,2
"{""type"":""Point"",""coordinates"":[77.39637142773499,28.66432092412094]}",38.00770484000003,0.3649497487437186,-0.04648331184644034,11658.333333333334,203,62.90609359741211,50,29.323520271944062,,0.972254237018514,775.8438350427896,49,2
"{""type"":""Point"",""coordinates"":[76.83725429269624,28.789777689522612]}",36.92761052000003,0.2553846153846154,0.024211778703152886,14043.833333333334,219,6.334414482116699,40,29.59335468557731,,0.7958535156002908,607.4592694602907,52,2
"{""type"":""Point"",""coordinates"":[77.0316937174947,28.964047099276545]}",39.54923186000002,0.2979923302503948,-0.01904005179364939,13791.666666666666,218,15.709335327148438,40,29.41537348708829,,0.98802609376292,714.602982070297,4786,2
"{""type"":""Point"",""coordinates"":[76.98256195105881,28.97407522745421]}",37.47278471000004,0.14715719063545152,0.004463778005231434,14437.166666666666,225,2.6500115394592285,40,29.41537348708829,,0.98802609376292,697.0058918297291,500,2
"{""type"":""Point"",""coordinates"":[77.01681174751423,28.47205233175139]}",40.769465000000025,0.11478753541076488,-0.005895416273905194,13501.666666666666,223,102.00908660888672,50,29.627155194963734,,0.7123027819450746,632.7899832121227,1765,6
"{""type"":""Point"",""coordinates"":[77.34001881263181,28.452758509636926]}",39.58683008000003,0.4873926295372679,-0.08509903631854851,12269.666666666666,202,13.34102725982666,40,29.37837679237674,,0.8260942800860396,652.4586846940219,2836,2
"{""type"":""Point"",""coordinates"":[77.12910970380919,28.611203445341438]}",41.42572484000004,0.07333333333333333,-9.115522237792683E-4,15732.583333333334,225,67.59453582763672,50,29.48856291159609,,0.800208678714508,677.8599161375314,1664,2
"{""type"":""Point"",""coordinates"":[77.00535404412265,28.795985706144133]}",40.1713115,0.2596322241681261,-0.003885840695085212,14164.5,219,6.3315935134887695,40,29.52325592041018,,0.8770010484505348,653.2231597574428,1525,2
"{""type"":""Point"",""coordinates"":[77.17391209949021,28.703728556978938]}",43.06979246000003,0.08817908817908818,0.017611522577562374,13191.833333333334,218,320.0145568847656,50,29.41987086145872,,0.9152883168635729,769.7741699758917,109,6
"{""type"":""Point"",""coordinates"":[77.03800098895265,28.40956613725888]}",39.352695710000035,0.13487190345119626,-0.016988002495248872,14769.583333333334,227,61.88456344604492,50,29.519200324313545,,0.6720295344717836,582.7408862682975,4505,4
"{""type"":""Point"",""coordinates"":[77.07213254989766,28.77323333168232]}",36.661004960000014,0.5211754537597234,-0.07833832699003968,11962.0,216,14.837723731994629,60,29.49730457683188,,0.9355006302638761,725.642471941188,5,2
"{""type"":""Point"",""coordinates"":[76.9900411743713,28.742890349937536]}",39.85343564000004,0.24466223311165558,-0.01841287089860847,13638.083333333334,213,60.104679107666016,40,29.57816699241107,,0.8131034122325186,643.5060963388532,601,2
"{""type"":""Point"",""coordinates"":[77.09424846765683,28.856629582491838]}",40.34050349000006,0.3011072746755566,-0.01078785972637207,13189.666666666666,212,62.276451110839844,50,29.454567447424836,,0.9802558352608557,756.6111499844119,2173,6
"{""type"":""Point"",""coordinates"":[77.36672734122676,28.900687308646066]}",39.390293929999984,0.22385897126297996,0.0016241404957423233,13733.166666666666,221,8.888944625854492,50,29.19933586260339,,1.067523422834954,841.1864972691983,389,2
"{""type"":""Point"",""coordinates"":[77.3120868627282,28.530695493962103]}",40.687432520000016,0.0730282375851996,-0.01574055227627383,12867.333333333334,199,159.84181213378906,50,29.37837679237674,,0.8260942800860396,648.6308580338955,269,6
"{""type"":""Point"",""coordinates"":[77.37146961157552,28.710538481018705]}",37.41980540000003,0.5180435430957352,-0.02912380716321725,12577.333333333334,220,22.03347396850586,10,29.323520271944062,,0.972254237018514,803.5179261937737,2080,2
"{""type"":""Point"",""coordinates"":[76.85827623689985,28.579834561839963]}",45.06249811999999,0.1251123090745732,0.04499300241193461,14447.666666666666,210,23.518957138061523,40,29.71709552806817,,0.7234705111502765,578.9624209441245,757,2
"{""type"":""Point"",""coordinates"":[77.20289001669514,28.64156792381569]}",38.212786040000026,0.33616569304301647,-0.012432130714974374,12801.333333333334,229,203.9583740234375,50,29.395001606364872,,0.8480864482383883,728.4789969921112,2377,6
"{""type"":""Point"",""coordinates"":[77.27742838124132,28.847040713627173]}",35.145113089999995,0.38763197586727,-0.03328236034901502,13419.583333333334,220,2.3693172931671143,40,29.34735394152966,,1.0123869247814903,762.8977924920619,2468,2
"{""type"":""Point"",""coordinates"":[77.1194334679441,28.653906792308923]}",43.543188230000055,0.1704703314149633,0.07853976246510865,15942.25,213,241.9320831298828,50,29.506095427907894,,0.8656984199962716,679.7199045047164,1445,5
"{""type"":""Point"",""coordinates"":[77.25551312719487,28.55243192787867]}",38.42128525999999,0.5440528634361234,-0.14329756687320538,12362.166666666666,236,65.87874603271484,10,29.38691187708372,,0.8781144679887717,674.5527358688414,4100,2
"{""type"":""Point"",""coordinates"":[77.17735786664954,28.923643849324144]}",35.20151041999998,0.14463051879611197,0.006577916992952232,13724.833333333334,215,8.588369369506836,40,29.395102660909288,,1.029567273669195,800.2787463609129,162,2
"{""type"":""Point"",""coordinates"":[77.12071620043481,28.409445420625907]}",43.12618979000001,0.17789870238593553,-0.010535985990296558,14409.0,247,13.602317810058594,60,29.40342758793537,,0.7045839402130981,633.5500341522072,85,2
"{""type"":""Point"",""coordinates"":[76.9768563222463,28.848919394311295]}",39.86539871000002,0.18873421819359015,-0.027880642693190513,13350.666666666666,219,12.142791748046875,40,29.52325592041018,,0.8770010484505348,668.2913491446525,53,2
"{""type"":""Point"",""coordinates"":[77.07724553123137,28.402528781692663]}",40.665215390000014,0.2092825207579306,-0.0018192154633314382,14626.25,234,29.868961334228516,60,29.40342758793537,,0.7045839402130981,630.7923461066594,6554,2
"{""type"":""Point"",""coordinates"":[76.8198816005228,28.702116342413433]}",39.932050100000026,0.29178704085843993,0.011044776119402985,13969.666666666666,220,17.21938705444336,40,29.61348510853975,,0.7566680739049884,636.8931446131319,617,2
"{""type"":""Point"",""coordinates"":[76.95666484830112,28.68380979591995]}",42.69039224000005,0.1988122553650965,-0.017401450966465424,12874.666666666666,215,60.31858444213867,50,29.57816699241107,,0.8131034122325186,634.286044428125,2452,5
"{""type"":""Point"",""coordinates"":[76.80512772408709,28.668755171882555]}",37.81971374,0.22634957381879406,-0.007330501809029416,13230.166666666666,217,1.8386106491088867,40,29.61348510853975,,0.7566680739049884,613.7436629068106,325,2
"{""type"":""Point"",""coordinates"":[77.07972509678734,28.52650105712264]}",41.603461880000054,0.05641025641025641,0.012874261380516951,13392.416666666666,229,84.9268798828125,50,29.417867656330486,,0.748679270676576,656.7247385233641,4394,5
"{""type"":""Point"",""coordinates"":[76.90828588654585,28.835168572094247]}",40.71648569000001,0.16754740441405036,0.025160979207443337,14691.833333333334,221,1.9716681241989136,40,29.54948449326963,,0.827333554449325,666.2033064160496,745,2
"{""type"":""Point"",""coordinates"":[77.03297448011136,28.786192153970273]}",36.82506992000003,0.1643030794165316,0.001108143433539808,14454.75,218,23.33698844909668,40,29.52325592041018,,0.8770010484505348,653.2231597574428,200,2
"{""type"":""Point"",""coordinates"":[76.83876994843489,28.961044523321494]}",38.37685099999999,0.17063222297756628,-0.06145115030206871,13373.166666666666,226,1.5579928159713745,40,29.493864250881813,,0.9195662310315098,599.0844122972339,157,2
"{""type"":""Point"",""coordinates"":[76.9817704639714,28.654331594293264]}",40.06022585000005,0.46619990342829554,-0.05370411010439853,12521.0,209,13.057586669921875,40,29.57816699241107,,0.8131034122325186,634.286044428125,6362,2
"{""type"":""Point"",""coordinates"":[77.23975206474056,28.916823995971257]}",38.57338715000003,0.45445629520657105,-0.07746710035510727,13162.083333333334,221,35.24440383911133,50,29.395102660909288,,1.029567273669195,897.8696788847446,80,2
"{""type"":""Point"",""coordinates"":[77.04784692892613,28.555713369161534]}",43.27316465000001,0.14094813872096723,-0.03638649239723787,12427.833333333334,212,29.59224510192871,50,29.6416739607032,,0.7586378668803309,620.9614311642945,810,2
"{""type"":""Point"",""coordinates"":[77.2459980152351,28.959273817454612]}",36.00474512000005,0.3813192103996148,-0.0436773353683171,13368.916666666666,222,9.623269081115723,40,29.30278888744317,,1.0734279896667425,861.278739057947,1165,2
"{""type"":""Point"",""coordinates"":[77.29549126036896,28.942577833389954]}",35.40317360000006,0.37205542725173213,-0.045862412761714856,13174.833333333334,221,11.940010070800781,40,29.291456469860748,,1.0561950488680893,835.1838503973559,785,2
"{""type"":""Point"",""coordinates"":[77.29520316428498,28.479588616615562]}",39.93888614000002,0.30096618357487925,-0.037034739454094294,13360.833333333334,218,75.05078125,50,29.37837679237674,,0.8260942800860396,686.9884385094047,109,5
"{""type"":""Point"",""coordinates"":[77.3992358780724,28.64760943416928]}",38.704980920000025,0.35680304471931495,-0.03643227648015715,13345.166666666666,204,15.625981330871582,40,29.380609829521916,,0.9157010326165149,742.9393150918186,98,2
"{""type"":""Point"",""coordinates"":[77.05011565237803,28.84052879341528]}",36.36363721999999,0.1699838680844373,-0.026471800399454713,13088.333333333334,219,4.700306415557861,40,29.49730457683188,,0.9355006302638761,742.626701197587,72,2
"{""type"":""Point"",""coordinates"":[77.2065669189204,28.87376174835573]}",35.10922388000006,0.19214586255259467,-0.03420568227290916,13123.416666666666,211,2.4976744651794434,40,29.395102660909288,,1.029567273669195,858.6215488398448,185,2
"{""type"":""Point"",""coordinates"":[76.91733837287046,28.685871930716715]}",33.76936004000004,-0.12120128709331426,-0.045009322853973424,10384.083333333334,215,28.881999969482422,80,29.60546245085891,,0.7732941245550061,632.5084258504212,85,5
"{""type"":""Point"",""coordinates"":[77.10652274378118,28.88162275761299]}",41.98969814000003,0.27964601769911507,-0.008280026304776708,13626.916666666666,213,16.31940269470215,40,29.454567447424836,,0.9802558352608557,766.3758675549179,578,2
"{""type"":""Point"",""coordinates"":[77.37148555258022,28.69570037725018]}",39.90812396000001,0.26577946768060834,2.1365238756543105E-4,14590.333333333334,220,51.9180793762207,30,29.323520271944062,,0.972254237018514,775.8438350427896,2377,2
"{""type"":""Point"",""coordinates"":[77.19951755915463,28.520349510498484]}",37.149781820000044,0.49240048250904705,-0.0922680566789491,12760.666666666666,238,91.94145202636719,10,29.297527791117602,,0.7866243703188661,671.2903681211174,11834,2
"{""type"":""Point"",""coordinates"":[77.09223121700637,28.448627185834226]}",40.74041183000003,0.3896736483195324,-0.05557243558580457,13327.666666666666,246,41.37540817260742,40,29.40342758793537,,0.7045839402130981,630.7923461066594,4930,2
"{""type"":""Point"",""coordinates"":[76.94193926424364,28.906301673927178]}",34.68880741999999,0.1891775821344213,-0.02629076295364604,13229.833333333334,219,2.5020551681518555,40,29.506327942788857,,0.8864319707936228,706.7786544505507,1378,2
"{""type"":""Point"",""coordinates"":[77.19784495834521,28.63572064355596]}",37.26770351000005,0.436470953712333,-0.07625633345017686,12228.75,239,163.6105499267578,40,29.395001606364872,,0.8480864482383883,707.9750026986003,1061,2
"{""type"":""Point"",""coordinates"":[76.96404273526814,28.630332892679466]}",40.251634970000055,0.10376720054139409,-0.004502281978537067,14005.583333333334,215,76.80911254882812,50,29.6416739607032,,0.7586378668803309,627.060769725591,2452,2
"{""type"":""Point"",""coordinates"":[77.02685183092589,28.420431847972942]}",38.58705923000002,0.7094821788836584,-0.10663387660958956,12184.083333333334,225,27.93316078186035,50,29.519200324313545,,0.6720295344717836,582.7408862682975,2129,2
"{""type"":""Point"",""coordinates"":[76.96692020824494,28.476458581162294]}",39.824382470000046,0.370280568063734,-0.045841848765917306,12553.833333333334,213,27.098745346069336,40,29.627155194963734,,0.7123027819450746,587.2339126833596,740,2
"{""type"":""Point"",""coordinates"":[76.93367499398099,28.582438337651656]}",45.41113616000001,0.15584415584415584,0.01969982630899185,13942.25,212,38.4733772277832,40,29.71709552806817,,0.7234705111502765,594.8005388118327,229,2
"{""type"":""Point"",""coordinates"":[76.93368006111723,28.84514592285516]}",38.062393160000056,0.5516847515705311,-0.0720164609053498,12677.666666666666,220,2.448359727859497,20,29.54948449326963,,0.827333554449325,666.2033064160496,482,2
"{""type"":""Point"",""coordinates"":[77.14550642471734,28.923650940353422]}",36.26622365000003,0.20880277982520795,-0.024901506721602358,13858.833333333334,216,5.947311878204346,40,29.454567447424836,,0.9802558352608557,734.0162243479863,3925,2
"{""type"":""Point"",""coordinates"":[77.23129656162926,28.62523383402665]}",38.37685099999999,0.31267217630853994,-0.10329377997129756,11735.25,223,11.438549995422363,50,29.395001606364872,,0.8480864482383883,728.4789969921112,1384,6
"{""type"":""Point"",""coordinates"":[76.96381995612482,28.60383733206453]}",41.292422060000035,0.1531677883499652,0.0012804906966817902,13630.583333333334,215,70.79287719726562,50,29.6416739607032,,0.7586378668803309,627.060769725591,370,2
"{""type"":""Point"",""coordinates"":[77.03224874932515,28.905020395673773]}",41.35565543000001,0.16753507014028057,0.015025662287160279,14552.166666666666,220,2.8097009658813477,40,29.465502801133596,,0.9228106294692979,708.0674383465666,1777,2
"{""type"":""Point"",""coordinates"":[76.93483257652638,28.664881075806527]}",41.69574842000003,0.26471641791044775,-0.030436895348323542,13905.75,212,15.346851348876953,40,29.60546245085891,,0.7732941245550061,632.5084258504212,740,2
"{""type"":""Point"",""coordinates"":[77.20016788563706,28.780996152572687]}",35.285251910000056,0.19115734720416125,-0.030554399000736636,12993.166666666666,209,7.650171756744385,40,29.43734524905028,,0.983077625890405,829.3012994048186,29,2
"{""type"":""Point"",""coordinates"":[77.08495020590487,28.619769599025712]}",38.55117002000003,0.25306633291614516,-0.035895075931891396,12912.75,217,208.56271362304688,50,29.48856291159609,,0.800208678714508,672.7797542698681,2809,5
"{""type"":""Point"",""coordinates"":[77.00201157888677,28.509593589098092]}",38.77505033,0.6437047756874096,-0.08357112345151645,11800.75,214,19.585397720336914,40,29.627155194963734,,0.7123027819450746,618.9964118003845,1789,2
"{""type"":""Point"",""coordinates"":[77.15174802439583,28.584238570128623]}",37.80091463000002,0.4478856462179869,-0.09154262516914749,11854.833333333334,254,64.03707885742188,50,29.395001606364872,,0.8480864482383883,680.2542262151837,3785,2
"{""type"":""Point"",""coordinates"":[77.08225544940075,28.722574126693868]}",39.641518399999995,0.3699523451216453,-0.056909529669346204,12883.666666666666,213,91.51342010498047,50,29.506095427907894,,0.8656984199962716,688.0459042843431,241,5
"{""type"":""Point"",""coordinates"":[77.04553264023309,28.594900228935003]}",38.58535022000001,0.31894362620619604,-0.06669748398600013,12511.333333333334,223,192.7088623046875,50,29.6416739607032,,0.7586378668803309,620.9614311642945,720,4
"{""type"":""Point"",""coordinates"":[76.89171449285794,28.716687463152237]}",42.21870548000004,0.12169725367694911,0.03700398406374502,13694.166666666666,217,17.090129852294922,50,29.60546245085891,,0.7732941245550061,633.4005836881697,193,5
"{""type"":""Point"",""coordinates"":[76.8807233265591,28.826838592442083]}",38.998930640000026,0.18461373620486446,0.02211887807004796,14323.666666666666,216,1.9881913661956787,40,29.54948449326963,,0.827333554449325,621.4902096074075,85,2
"{""type"":""Point"",""coordinates"":[76.90480428437473,28.906072779041907]}",37.55652620000001,0.11816213162602392,0.03964831718653749,15033.0,220,2.0698204040527344,40,29.506327942788857,,0.8864319707936228,706.7786544505507,1061,2
"{""type"":""Point"",""coordinates"":[77.13091112436673,28.633796078288764]}",41.07366878000005,0.1911064055055585,-0.0229344461356912,12755.0,220,175.00332641601562,10,29.48856291159609,,0.800208678714508,677.8599161375314,116,6
"{""type"":""Point"",""coordinates"":[76.8707856461809,28.549133145905266]}",44.36180402000002,0.18660287081339713,0.016227857316185392,13793.333333333334,217,25.889354705810547,40,29.777565494299836,,0.6778136236904126,599.0868396908045,1152,2
"{""type"":""Point"",""coordinates"":[76.90226878104652,28.506696685095516]}",39.76114910000001,0.3246231155778894,0.005047091811057588,13977.25,212,12.216111183166504,40,29.777565494299836,,0.6778136236904126,617.8680952601135,436,2
"{""type"":""Point"",""coordinates"":[77.34045588936506,28.970662001751712]}",35.55356648000003,0.3623858794887401,-0.05086189175696708,13345.583333333334,224,1.5961198806762695,40,29.18405874063683,,1.0889018500749688,849.2856198279187,1997,2
"{""type"":""Point"",""coordinates"":[77.18381351159749,28.950792709877987]}",37.10022053,0.266516427470051,0.010271099152272662,14267.166666666666,212,9.527364730834961,40,29.30278888744317,,1.0734279896667425,816.8868326018564,657,2
"{""type"":""Point"",""coordinates"":[77.27425342083832,28.9507735275156]}",37.836803840000016,0.2503503035964503,-0.024383515456175574,13488.0,222,32.53002166748047,50,29.18405874063683,,1.0889018500749688,827.563648974523,3994,2
"{""type"":""Point"",""coordinates"":[76.85796297764333,28.767479769700447]}",38.61611240000002,0.14389756842476212,0.02366722448003825,13974.166666666666,216,2.3774425983428955,40,29.54948449326963,,0.827333554449325,630.6433131787926,109,2
"{""type"":""Point"",""coordinates"":[76.8316503439917,28.59322930419644]}",41.11810304000005,0.5645375033130136,-0.10083867934543579,12689.0,222,2.6995363235473633,10,29.700708594689047,,0.7103398300014433,598.1908253356814,500,2
"{""type"":""Point"",""coordinates"":[77.13662891284501,28.44356864839689]}",37.39417025,0.6387275242047026,-0.12169277774166287,11669.5,251,64.58004760742188,10,29.40342758793537,,0.7045839402130981,633.5500341522072,457,2
"{""type"":""Point"",""coordinates"":[76.88156530031608,28.52319663150571]}",38.72890705999998,0.25545208063185193,-0.06207652602889901,13086.666666666666,214,11.864065170288086,40,29.777565494299836,,0.6778136236904126,599.0868396908045,16,2
"{""type"":""Point"",""coordinates"":[77.12837047217859,28.592005308033446]}",37.313846780000006,0.4604674291397315,-0.11326002173774055,12135.0,232,67.49774932861328,10,29.48856291159609,,0.800208678714508,641.1612820029259,6989,2
"{""type"":""Point"",""coordinates"":[77.07584910780082,28.777970033353338]}",37.95130750999999,0.503858875413451,-0.06638718558378176,12716.75,219,16.142332077026367,40,29.49730457683188,,0.9355006302638761,725.642471941188,85,2
"{""type"":""Point"",""coordinates"":[77.28398785166549,28.98553871671175]}",36.799434770000005,0.25246690734055355,0.00587441930166342,13381.75,226,16.817852020263672,40,29.18405874063683,,1.0889018500749688,827.563648974523,250,2
"{""type"":""Point"",""coordinates"":[76.9038394174085,28.90428302522214]}",37.334354899999994,0.19557195571955718,0.011636836198239707,14153.0,225,2.070767879486084,40,29.506327942788857,,0.8864319707936228,706.7786544505507,1274,2
"{""type"":""Point"",""coordinates"":[76.8992804289533,28.811526479763582]}",41.702584460000026,0.18914223669923996,0.026203328834907783,14719.333333333334,211,6.196167469024658,40,29.54948449326963,,0.827333554449325,621.4902096074075,1665,2
"{""type"":""Point"",""coordinates"":[76.93094927235838,28.533640034490524]}",40.28581516999998,0.3803317535545024,-0.03375365106504239,14170.166666666666,211,52.959537506103516,50,29.777565494299836,,0.6778136236904126,617.8680952601135,1685,2
"{""type"":""Point"",""coordinates"":[77.08935157121105,28.679863490246394]}",40.181565560000024,0.1267175572519084,-0.008649962469171105,12499.25,219,198.71450805664062,50,29.506095427907894,,0.8656984199962716,677.7479313593358,2740,6
"{""type"":""Point"",""coordinates"":[76.93072307714979,28.540218113728475]}",47.77811501000002,0.19599545876767469,0.030012789540997585,14722.75,214,20.36883544921875,40,29.777565494299836,,0.6778136236904126,617.8680952601135,1352,2
"{""type"":""Point"",""coordinates"":[77.3826449195842,28.855681241174935]}",40.38322874000005,0.13045464930317568,0.01954800633366921,14589.666666666666,218,4.0029425621032715,60,29.19933586260339,,1.067523422834954,831.301060590893,340,2
"{""type"":""Point"",""coordinates"":[76.92226480701251,28.66576593585106]}",42.12300091999998,0.21259134345137717,-0.011016555779049976,13367.5,217,13.727274894714355,40,29.60546245085891,,0.7732941245550061,632.5084258504212,232,2
"{""type"":""Point"",""coordinates"":[77.16094964739908,28.531893091985527]}",36.74987348000002,0.6441515650741351,-0.09453607906653885,11546.083333333334,257,42.230018615722656,10,29.297527791117602,,0.7866243703188661,671.2903681211174,980,2
"{""type"":""Point"",""coordinates"":[77.03314295824497,28.88426235715939]}",39.494543539999995,0.09994643813604713,0.028162504658963847,14252.166666666666,225,2.545109748840332,60,29.465502801133596,,0.9228106294692979,741.6688812430948,765,2
"{""type"":""Point"",""coordinates"":[76.89615676950915,28.64847250251023]}",45.28637843000001,0.1666848835938354,0.04305514597463875,14479.0,212,3.2198691368103027,40,29.71709552806817,,0.7234705111502765,601.9743723683059,1445,2
"{""type"":""Point"",""coordinates"":[77.32020659744559,28.482794247864312]}",41.036070559999985,0.059791817961752605,0.017064620675970633,13566.666666666666,196,168.77053833007812,50,29.37837679237674,,0.8260942800860396,652.4586846940219,104,3
"{""type"":""Point"",""coordinates"":[77.35632792395636,28.518937966257557]}",39.52188769999998,0.3014380530973451,-0.04457328096752073,12866.5,201,53.045066833496094,60,29.443236818418427,,0.8661547304951221,681.69528093189,452,3
"{""type"":""Point"",""coordinates"":[77.37671381481934,28.58879169968507]}",41.261659880000025,0.3129318854886476,-0.029875493654095444,13720.166666666666,201,39.026031494140625,40,29.380609829521916,,0.9157010326165149,689.0155186988413,12218,5
"{""type"":""Point"",""coordinates"":[77.07905146545227,28.710668137457006]}",41.694039410000016,0.0914004914004914,0.01609048908714354,13904.5,220,249.92727661132812,50,29.506095427907894,,0.8656984199962716,688.0459042843431,377,5
"{""type"":""Point"",""coordinates"":[76.93519898990736,28.86036912602394]}",40.31828636,0.17156561308572132,0.01153737923271738,13669.0,224,14.37865924835205,50,29.506327942788857,,0.8864319707936228,707.648361183703,9,2
"{""type"":""Point"",""coordinates"":[76.93716027618395,28.48460487993101]}",37.10534756000004,0.359145113829952,-0.05183168160086122,12694.166666666666,211,4.110342025756836,40,29.777565494299836,,0.6778136236904126,585.1050179060421,612,2
"{""type"":""Point"",""coordinates"":[76.93724448544333,28.908818028338974]}",34.51790642000003,0.18328478601837328,-0.045211293596604536,13316.333333333334,222,9.596138954162598,40,29.506327942788857,,0.8864319707936228,706.7786544505507,1458,2
"{""type"":""Point"",""coordinates"":[77.1860588112778,28.51462250493544]}",36.50377604000005,0.34553775743707094,-0.10052623915801735,10196.666666666666,247,147.50184631347656,10,29.297527791117602,,0.7866243703188661,671.2903681211174,9389,2
"{""type"":""Point"",""coordinates"":[77.08832577739119,28.589610518615153]}",38.37856001,0.6017577588574567,-0.09756217518894372,12070.333333333334,217,180.74435424804688,50,29.48856291159609,,0.800208678714508,645.6545958351344,5476,5
"{""type"":""Point"",""coordinates"":[76.97818518692578,28.749220199505668]}",42.77755175000004,0.2538813805428348,-0.016418570375829035,13917.25,214,27.06987190246582,40,29.57816699241107,,0.8131034122325186,643.5060963388532,1450,2
"{""type"":""Point"",""coordinates"":[77.32685804555628,28.714558957883312]}",37.56336224000006,0.5858197932053176,-0.07365073054368353,11889.333333333334,213,51.15855026245117,40,29.39054268637858,,0.9437775457285515,771.6634115893394,1073,2
"{""type"":""Point"",""coordinates"":[76.82381874398737,28.486465533760757]}",49.41021956000003,0.1539992041384799,0.03706923484426575,15261.166666666666,225,2.122419595718384,40,29.781289309547105,,0.6654794084412096,600.3767738121327,136,2
"{""type"":""Point"",""coordinates"":[76.93055089011109,28.709387998264052]}",41.13177512000004,0.13100268920476374,0.02327680701528145,13556.916666666666,219,22.291738510131836,50,29.60546245085891,,0.7732941245550061,647.2837000861764,866,5
"{""type"":""Point"",""coordinates"":[76.99058188336726,28.53805385979864]}",41.64789614000006,0.5317418677859391,-0.06556776556776557,12968.333333333334,212,9.632794380187988,40,29.627155194963734,,0.7123027819450746,634.1729851961136,325,2
"{""type"":""Point"",""coordinates"":[77.0780426693902,28.851030420686122]}",40.57805588000002,0.10114123543264295,0.018074498949544802,13168.25,220,64.3953857421875,50,29.454567447424836,,0.9802558352608557,756.6111499844119,74,5
"{""type"":""Point"",""coordinates"":[77.39708518609443,28.895425993033474]}",36.17564612000001,0.25756847669389715,0.03247882745444695,14511.166666666666,216,2.4846911430358887,40,29.19933586260339,,1.067523422834954,831.301060590893,6109,2
"{""type"":""Point"",""coordinates"":[76.81142227956929,28.99396995334346]}",38.85879182000002,0.1524951809809381,0.007539658604258399,13762.0,225,4.7850141525268555,40,29.493864250881813,,0.9195662310315098,599.0844122972339,104,2
"{""type"":""Point"",""coordinates"":[77.10019528105721,28.698782166100795]}",39.91496000000001,0.3364811133200795,-0.05059800664451827,12727.5,216,290.6944885253906,50,29.506095427907894,,0.8656984199962716,679.7199045047164,317,6
"{""type"":""Point"",""coordinates"":[77.23988239882334,28.643920342363916]}",40.63787123000003,0.04912998976458546,5.770536320434487E-4,13231.75,220,419.6631774902344,50,29.395001606364872,,0.8480864482383883,728.4789969921112,580,6
"{""type"":""Point"",""coordinates"":[76.9805845665066,28.831130006735883]}",41.12493907999999,0.13709677419354838,0.018815124528798827,13352.333333333334,221,22.141921997070312,50,29.52325592041018,,0.8770010484505348,668.2913491446525,148,5
"{""type"":""Point"",""coordinates"":[76.98573671462053,28.436902261343025]}",40.52678558000002,0.4110367470640232,-0.025620930793344588,13111.666666666666,218,19.354215621948242,40,29.519200324313545,,0.6720295344717836,545.415631045233,3188,2
